Age,Gender,Income,Loan_Amount,Credit_Score,Past_Defaults,Loan_Status
63,Male,87919,40594,631,0,0
72,Female,93387,22985,701,1,0
71,Female,70170,40466,447,0,0
62,Female,94029,2844,327,0,0
79,Male,37754,46793,783,0,0
18,Female,103150,21499,412,1,0
51,Female,25430,26780,694,0,0
41,Female,40244,13236,475,0,0
54,Male,43706,3528,735,0,0
54,Male,22050,10592,682,0,0
49,Female,29060,15020,772,1,0
47,Male,106091,33525,448,0,0
44,Male,96286,44350,386,0,0
19,Male,97376,19292,846,0,0
36,Male,81659,29017,429,1,0
55,Male,112756,45216,789,1,0
34,Female,115101,15586,516,0,0
23,Male,42932,32884,826,0,0
54,Male,114192,29184,585,0,0
38,Male,111412,2474,732,0,0
62,Female,50728,27421,835,0,0
25,Female,88577,49944,614,0,0
46,Male,68964,37278,633,0,0
66,Male,22282,12094,761,0,0
48,Female,34745,13769,497,0,0
47,Female,84444,28964,542,1,0
63,Male,24552,32826,677,1,0
55,Female,88837,37447,588,0,0
77,Male,45936,42771,843,0,0
26,Female,104915,18948,751,0,0
51,Male,25255,19230,367,0,0
61,Male,37563,11777,619,0,0
63,Female,48258,33178,321,0,0
32,Male,83815,43707,599,0,0
39,Female,69867,46033,663,0,0
51,Male,48826,27742,459,0,0
60,Female,78860,32504,700,0,0
50,Male,81769,15321,490,0,0
26,Male,99982,42895,415,0,0
59,Female,35075,32135,703,0,0
42,Male,42912,26163,732,1,0
29,Female,86761,29831,402,0,0
27,Male,108121,39022,702,0,0
66,Female,53376,16108,529,0,0
74,Female,60988,13979,492,0,0
69,Male,43104,1761,685,0,0
24,Male,51750,31094,756,0,0
50,Male,67354,5928,849,0,0
65,Female,77369,13047,728,0,0
38,Male,37348,48342,433,0,0
77,Female,90152,43684,484,0,0
59,Male,86784,17732,310,0,0
34,Female,67274,47323,526,0,0
50,Male,109964,15011,833,0,0
58,Male,51070,31210,462,1,1
76,Male,31120,25723,816,0,0
67,Male,68811,9671,413,0,0
55,Female,22001,8677,534,0,0
41,Male,83470,9713,451,0,0
79,Female,98979,22039,715,0,0
58,Female,107949,2442,504,0,0
19,Male,43699,6898,463,0,0
40,Female,87140,12261,312,0,0
66,Female,26654,12442,846,1,0
39,Female,70425,25520,749,0,0
79,Male,62830,4818,738,0,0
61,Male,95977,25799,720,0,0
25,Male,97170,42501,458,0,0
45,Male,116330,47501,690,0,0
21,Female,93099,49968,596,0,0
43,Male,113616,45820,704,0,0
66,Male,46869,16982,649,0,0
19,Female,47965,25045,668,0,0
78,Male,26960,3923,805,1,0
59,Male,71432,19246,587,1,0
77,Female,100287,39466,502,0,0
34,Female,103838,38074,562,0,0
44,Male,67570,24015,677,1,0
67,Male,112744,34865,319,1,0
47,Female,48945,5897,344,0,0
43,Male,83799,25186,842,0,0
40,Male,109505,15591,390,1,0
29,Female,94020,48209,401,1,1
62,Male,25416,25807,743,0,0
21,Male,98073,13212,806,0,0
22,Female,66364,6637,701,0,0
50,Female,78471,27834,696,0,0
69,Male,110823,6616,340,0,0
47,Female,20467,1777,760,0,0
37,Male,26313,28983,437,1,1
43,Female,102036,14420,817,0,0
64,Male,42098,46628,815,0,0
42,Male,72202,3110,321,0,0
71,Female,81760,20438,706,1,0
23,Female,75622,26142,710,0,0
36,Female,40679,45282,480,0,0
23,Female,60779,44684,416,0,0
51,Female,62062,22596,798,0,0
25,Female,26647,27457,496,0,0
23,Female,119014,7489,803,0,0
76,Female,79563,19219,708,0,0
62,Female,39781,48696,803,0,0
77,Female,22232,29524,346,0,0
35,Female,74962,26364,830,0,0
52,Male,43518,6327,366,1,0
23,Male,24921,3889,773,0,0
75,Male,74703,16317,306,0,0
19,Female,103382,47330,345,0,0
22,Male,31172,35650,809,0,0
35,Female,83055,35371,565,0,0
58,Female,98306,40219,765,1,0
56,Female,44959,41694,679,1,0
63,Female,21247,6455,485,0,0
61,Male,90116,31050,696,0,0
65,Female,36957,2475,300,0,0
32,Female,27012,42193,358,0,0
41,Male,70043,25284,654,0,0
74,Female,47838,46674,821,0,0
55,Female,59855,48969,641,0,0
33,Female,109957,18638,777,0,0
79,Male,114325,30825,736,0,0
67,Male,63832,12205,543,0,0
27,Female,41252,24484,778,1,0
77,Male,54575,27595,532,0,0
74,Female,102301,37499,538,0,0
25,Male,40822,12172,405,1,0
24,Male,56661,4919,786,0,0
54,Female,107258,46424,662,0,0
22,Male,96173,35068,755,0,0
18,Male,104320,14925,444,0,0
26,Male,70858,1272,361,0,0
72,Male,86815,43009,332,0,0
43,Female,69844,19003,392,0,0
23,Male,92170,1396,760,1,0
23,Male,39858,26776,707,0,0
54,Female,92832,34563,373,0,0
18,Female,75126,36165,505,0,0
53,Male,81145,13936,657,1,0
66,Female,62824,41226,330,1,1
61,Female,27633,15259,821,0,0
43,Male,79594,2600,709,0,0
52,Female,28586,27457,772,0,0
18,Male,107331,21569,834,0,0
32,Female,106791,29372,440,0,0
38,Female,77117,34010,372,0,0
69,Male,97520,20886,483,0,0
78,Female,102979,36751,691,0,0
23,Female,22137,35038,768,0,0
71,Female,52930,38610,360,1,1
78,Male,35509,18956,302,0,0
32,Male,63975,7248,657,0,0
65,Female,66763,41630,756,0,0
58,Female,27968,39486,429,0,0
38,Female,87791,33214,387,0,0
42,Female,51607,22742,609,0,0
20,Female,54074,26261,664,1,0
22,Female,88303,24768,316,1,0
79,Female,52947,31062,583,0,0
41,Male,29368,24513,666,0,0
18,Female,97408,13102,431,0,0
20,Female,36448,12392,567,0,0
31,Female,39463,6554,528,0,0
55,Female,92179,5088,621,1,0
40,Female,48292,12374,702,1,0
33,Female,90300,29939,499,0,0
41,Female,111300,5715,706,0,0
24,Female,87495,3498,728,0,0
51,Male,21182,1565,670,0,0
67,Male,100581,15895,342,0,0
18,Male,80714,18955,532,0,0
75,Female,98270,31714,381,1,0
68,Male,32754,7515,724,0,0
46,Female,43836,32693,706,0,0
36,Female,113102,42852,339,0,0
60,Female,119505,34041,317,1,0
68,Male,49599,9513,394,0,0
50,Male,76084,2590,425,0,0
79,Female,24997,10908,523,0,0
40,Male,117977,10559,340,0,0
44,Female,82049,8247,300,0,0
48,Female,98142,4205,448,0,0
60,Male,87393,3465,389,0,0
21,Female,71327,49470,499,0,0
64,Male,87196,27143,848,0,0
40,Female,104748,22677,385,0,0
53,Male,96655,41700,757,0,0
76,Male,111204,49690,769,0,0
69,Female,34520,21918,756,0,0
52,Male,70676,25635,306,1,0
74,Female,79600,29899,357,1,0
45,Male,33480,46682,491,0,0
42,Male,64016,40566,315,0,0
44,Female,27625,38688,836,0,0
65,Female,22920,47526,314,0,0
31,Female,118950,28448,844,0,0
67,Male,28822,7667,708,1,0
24,Female,36981,35684,814,0,0
76,Female,44203,47860,336,0,0
67,Male,108262,33103,709,0,0
44,Male,39136,32231,624,0,0
43,Female,41603,11932,680,0,0
61,Male,57413,36859,708,0,0
20,Male,95993,46106,810,0,0
18,Male,68590,37860,580,1,1
52,Male,70671,8839,767,0,0
49,Male,51491,17932,539,0,0
38,Male,75951,46517,668,0,0
56,Female,48352,28893,551,0,0
32,Female,107202,36207,313,0,0
22,Female,26741,5863,792,0,0
63,Male,60061,35151,307,0,0
38,Male,107808,2032,548,0,0
35,Female,96999,3070,844,0,0
30,Female,65009,35282,354,0,0
50,Male,50092,30278,435,0,0
39,Male,58093,48628,478,0,0
44,Male,100579,34458,613,0,0
61,Female,93462,27059,455,0,0
54,Female,90135,11104,734,0,0
35,Female,64247,21775,751,1,0
49,Male,102115,42378,394,0,0
57,Female,51440,30873,361,0,0
65,Female,45197,4516,441,0,0
33,Female,65317,25317,331,0,0
32,Female,75206,10852,785,0,0
67,Female,109235,27617,839,0,0
71,Female,32676,44187,322,0,0
66,Male,45165,20008,439,0,0
68,Male,108613,15912,626,0,0
39,Male,56235,9547,322,0,0
19,Female,102611,17274,826,0,0
74,Male,110845,20779,841,0,0
34,Female,85758,35756,762,0,0
55,Male,88258,46100,374,0,0
21,Female,39038,44592,558,0,0
32,Female,39263,39232,524,0,0
45,Male,36030,22679,745,0,0
70,Female,98457,32017,679,0,0
33,Male,82188,13956,678,0,0
77,Female,85256,33997,766,0,0
18,Female,97962,8908,773,0,0
44,Female,104050,8513,747,0,0
75,Male,53360,45743,567,0,0
55,Male,89671,4111,675,0,0
66,Male,104367,11403,382,0,0
69,Male,104676,22163,379,0,0
50,Male,56771,34926,563,0,0
66,Male,51368,27711,557,0,0
51,Male,97125,23269,313,0,0
75,Male,25443,20832,457,1,1
18,Male,32635,43397,797,0,0
71,Female,88634,13860,306,0,0
70,Male,54790,35109,300,1,1
23,Female,86106,2809,367,0,0
42,Female,50788,43159,328,0,0
79,Male,85904,5677,771,0,0
39,Male,67893,40712,644,0,0
32,Female,66120,18195,727,0,0
66,Male,27182,37189,421,1,1
73,Male,108613,2081,576,0,0
65,Male,64463,41635,390,0,0
54,Male,30624,33289,477,0,0
50,Male,25963,38744,570,1,1
71,Male,51908,38203,676,1,0
19,Female,116180,39094,354,0,0
57,Male,32100,47523,708,0,0
76,Male,95041,35991,606,0,0
54,Male,95228,32066,595,0,0
30,Male,44255,4675,392,0,0
20,Female,27458,21439,786,0,0
79,Female,20422,14255,789,0,0
46,Male,52176,34990,808,0,0
23,Female,104703,39082,383,0,0
79,Female,23515,49682,832,0,0
76,Female,84432,48148,589,0,0
46,Female,53423,2343,718,0,0
75,Male,117323,7650,512,0,0
63,Male,106108,12297,458,0,0
59,Male,39621,36159,845,0,0
58,Male,65603,39923,733,0,0
34,Female,60751,12007,773,0,0
36,Male,30044,33791,583,0,0
51,Female,68813,30041,837,1,0
66,Male,91471,34946,644,0,0
35,Female,23624,18303,827,0,0
23,Female,39873,2974,664,0,0
60,Female,22173,38778,506,0,0
63,Male,27050,20782,626,0,0
72,Female,96236,16810,600,0,0
24,Male,118764,49010,474,0,0
18,Male,92764,25710,570,1,0
36,Female,27845,2792,399,0,0
73,Male,60076,33071,661,0,0
70,Male,73334,49489,719,0,0
72,Female,106228,1381,566,1,0
33,Male,64290,47102,361,0,0
72,Male,59123,43624,461,0,0
36,Female,64362,47563,765,0,0
26,Female,25829,46827,652,0,0
41,Female,97335,34919,621,0,0
27,Female,90727,2738,393,0,0
71,Female,40961,7386,546,0,0
36,Male,51098,39441,442,0,0
39,Male,39142,1765,394,0,0
30,Male,40263,10233,641,0,0
55,Female,55764,47821,670,0,0
39,Male,44439,25580,343,0,0
27,Male,57183,2816,644,0,0
66,Female,41460,28049,823,0,0
34,Female,39173,34216,561,0,0
28,Male,114077,45039,550,0,0
75,Female,98853,43761,372,0,0
75,Female,56985,22256,428,1,0
41,Male,54863,30786,794,0,0
64,Male,90460,43482,609,0,0
22,Female,98099,22258,677,1,0
56,Female,99188,26860,373,0,0
18,Male,119230,6792,574,0,0
29,Female,97718,19153,813,0,0
57,Female,51815,42257,489,0,0
75,Female,72939,30754,567,0,0
58,Female,68034,36611,536,0,0
23,Female,64798,26383,593,0,0
74,Male,94144,28861,783,0,0
26,Female,109380,3190,687,0,0
77,Female,56930,25521,567,1,1
60,Female,45265,14146,340,0,0
75,Male,116113,37141,550,0,0
50,Female,87164,2644,354,1,0
36,Female,45691,23205,799,0,0
29,Male,28465,39680,785,0,0
79,Male,57357,16362,589,0,0
29,Female,116048,36164,691,0,0
19,Female,81708,20371,678,0,0
25,Female,81453,30874,582,0,0
77,Female,25678,14428,727,0,0
48,Male,95160,26624,583,0,0
75,Male,28285,22547,520,0,0
57,Male,23986,44271,842,0,0
42,Male,107675,41612,345,0,0
56,Male,40961,15821,678,0,0
61,Male,40181,18603,517,0,0
59,Female,78061,34098,506,0,0
46,Female,24626,18677,846,0,0
69,Female,71918,23668,576,0,0
51,Female,86850,10534,641,0,0
59,Male,92482,26169,388,0,0
63,Female,111892,22492,717,0,0
29,Female,77805,32783,816,0,0
79,Male,27546,42158,452,0,0
47,Male,33411,8988,815,0,0
48,Male,29145,10948,505,0,0
49,Male,69956,8558,666,0,0
41,Female,55957,6946,429,0,0
55,Female,63792,23374,635,0,0
57,Male,63015,29389,416,1,1
44,Female,119788,40853,698,0,0
21,Female,48515,18433,734,0,0
44,Female,117225,38231,738,0,0
41,Male,53224,11083,793,0,0
44,Male,51324,33980,325,0,0
58,Male,40764,39450,711,0,0
75,Male,77559,33647,352,0,0
27,Female,21759,9087,443,0,0
38,Male,47525,43493,532,0,0
66,Male,64421,40473,437,0,0
64,Female,31872,19692,747,1,0
62,Female,108172,45130,740,0,0
52,Female,20154,33573,775,1,0
71,Female,60834,41029,578,0,0
48,Female,51535,37737,788,0,0
36,Female,84150,20975,356,0,0
51,Female,118778,25472,737,0,0
71,Female,53925,9668,769,0,0
78,Male,43716,27497,616,0,0
72,Male,118823,22408,649,0,0
59,Female,53560,21370,582,0,0
71,Female,43190,16449,430,0,0
27,Female,43367,4208,647,0,0
45,Female,94384,20312,515,0,0
27,Female,69758,9088,395,0,0
49,Male,119532,35734,848,0,0
77,Male,68264,31790,707,0,0
41,Male,61227,17448,694,1,0
20,Female,58058,16980,808,0,0
75,Female,105335,43232,357,0,0
30,Female,108414,47956,451,0,0
25,Male,107533,31724,574,0,0
37,Female,114163,43571,799,0,0
51,Female,101144,21309,662,0,0
75,Male,65443,26471,498,0,0
22,Female,81485,7315,426,1,0
38,Female,41007,47324,617,1,0
29,Female,107084,24039,383,0,0
60,Male,112664,24916,451,0,0
73,Male,49241,19602,824,0,0
55,Female,66897,35727,745,0,0
32,Male,86068,39470,368,0,0
50,Male,64211,27781,407,0,0
30,Male,58529,36252,756,0,0
64,Female,101394,27202,520,1,0
27,Male,25416,34730,638,0,0
38,Female,106896,10736,656,1,0
38,Female,31693,48979,466,0,0
65,Female,95140,43431,663,0,0
68,Male,61591,45169,848,0,0
40,Female,103894,8733,787,1,0
47,Female,23135,32590,527,0,0
69,Male,114081,1521,540,0,0
34,Male,105018,19506,782,0,0
71,Male,60396,34643,320,0,0
72,Female,40423,34768,664,0,0
23,Male,98890,46295,548,0,0
20,Male,103522,38782,567,0,0
74,Female,96086,45321,485,0,0
52,Male,59586,27073,540,1,1
31,Female,68455,9440,788,1,0
38,Male,38391,39687,593,0,0
29,Male,100298,45221,596,0,0
26,Male,47859,24211,480,0,0
40,Male,33782,26181,571,0,0
25,Male,108058,35907,697,0,0
76,Male,108171,30639,566,0,0
75,Female,96046,48694,313,0,0
18,Female,44372,42376,628,1,0
77,Male,54938,33821,805,0,0
62,Female,72589,14980,727,1,0
34,Female,88598,22548,434,1,0
42,Male,77036,39466,531,0,0
77,Male,68742,27006,770,0,0
39,Male,81997,43297,696,0,0
72,Male,67969,32298,759,0,0
32,Female,76632,7733,342,0,0
75,Male,27169,30361,802,0,0
22,Female,41699,4497,597,0,0
77,Male,79240,31087,652,0,0
66,Female,32743,22760,733,0,0
67,Male,85558,37258,468,0,0
54,Female,98223,26820,657,0,0
26,Female,107921,49891,719,0,0
31,Male,75098,43143,831,0,0
26,Female,31794,6219,726,0,0
22,Male,111655,16212,780,0,0
29,Male,87127,29843,314,1,0
78,Female,51357,20382,562,0,0
70,Male,75944,22707,599,0,0
74,Female,24581,34651,613,0,0
62,Female,84525,29297,736,0,0
73,Male,33597,49461,420,0,0
28,Female,91435,13935,467,0,0
25,Male,73171,17595,444,0,0
65,Male,73996,48650,823,1,0
55,Female,54724,45172,796,0,0
32,Male,42905,8588,690,1,0
33,Female,48074,31916,354,0,0
52,Female,46068,33715,464,0,0
20,Male,52131,3740,849,0,0
63,Female,47006,23522,568,0,0
61,Female,81713,12625,627,1,0
22,Male,96258,44846,838,0,0
61,Male,47044,27340,310,1,1
31,Female,79488,18259,572,0,0
46,Male,111699,7684,636,0,0
62,Male,72635,43002,618,0,0
48,Female,76529,36666,772,0,0
56,Female,39730,37174,819,0,0
73,Female,107767,16944,785,0,0
73,Female,78562,16751,702,0,0
21,Male,44290,30744,606,0,0
42,Male,32557,5705,368,1,0
79,Male,66890,3728,727,0,0
48,Female,104204,6878,805,0,0
49,Female,67757,38024,632,0,0
61,Male,64254,26550,584,0,0
69,Male,39634,20541,617,0,0
76,Female,86861,11686,626,0,0
29,Female,68792,18516,332,1,0
55,Male,27084,26826,357,0,0
76,Female,113880,25446,416,0,0
55,Female,78435,43238,445,0,0
37,Female,64188,47345,818,0,0
36,Male,47515,24835,555,0,0
73,Female,62408,44870,672,1,0
47,Female,44809,38811,631,0,0
72,Female,100975,16626,403,1,0
63,Female,70380,12381,602,0,0
63,Male,54635,41411,651,0,0
33,Male,58116,22435,455,0,0
27,Male,72025,8129,639,1,0
61,Male,112027,34655,716,0,0
33,Female,112602,35990,809,0,0
69,Female,108628,9922,351,0,0
70,Female,93618,12357,541,0,0
47,Female,105003,13260,477,0,0
72,Female,49407,25771,786,0,0
60,Female,30831,49488,841,1,0
64,Female,51488,19944,487,0,0
61,Female,23476,30130,510,0,0
66,Male,102041,17239,542,0,0
54,Male,102263,13860,812,0,0
39,Female,99054,23849,534,0,0
31,Female,40895,1392,817,0,0
31,Female,81722,4438,837,1,0
65,Male,33847,48043,834,0,0
27,Male,102169,31615,581,0,0
33,Male,111217,18298,809,0,0
24,Female,113813,5523,536,1,0
54,Female,45685,48070,397,0,0
53,Male,39836,48495,484,0,0
69,Male,53027,13765,620,0,0
33,Male,60582,26783,726,1,0
29,Male,55587,33798,642,0,0
19,Male,35685,45614,798,0,0
19,Male,95667,45049,700,0,0
21,Female,39416,30042,800,0,0
45,Male,72833,34014,681,0,0
28,Female,87948,34161,362,0,0
58,Male,24338,10743,713,0,0
40,Male,109223,37914,526,1,0
63,Female,74290,47738,592,0,0
73,Female,35461,32404,848,0,0
18,Male,23731,25003,574,0,0
55,Male,103308,21977,593,0,0
62,Female,72998,37487,630,0,0
38,Male,108806,22082,401,0,0
47,Male,107199,31346,501,1,0
45,Female,75291,19098,407,0,0
42,Female,87710,11950,625,0,0
68,Female,36386,27699,602,0,0
56,Male,80331,24249,658,1,0
26,Female,94534,43186,305,0,0
39,Male,61045,3461,844,0,0
56,Female,101468,25241,588,0,0
40,Female,25716,47359,754,0,0
57,Male,93691,4989,802,0,0
44,Female,21721,6180,543,0,0
18,Female,89381,35992,823,0,0
45,Male,72851,10009,380,1,0
79,Female,74821,16443,587,0,0
76,Female,97863,5441,311,0,0
74,Male,89376,1487,846,0,0
25,Female,26519,30841,770,0,0
57,Male,29725,5556,414,0,0
51,Male,74728,1484,571,1,0
37,Female,43067,15099,301,0,0
52,Male,113296,7588,712,0,0
43,Female,105994,36687,739,0,0
21,Male,86826,5558,381,0,0
29,Female,44036,21728,377,0,0
27,Male,41903,6247,585,0,0
38,Male,102281,30786,411,0,0
31,Male,115869,38321,446,0,0
63,Female,104340,11722,497,0,0
36,Female,86025,23067,490,0,0
71,Female,87069,47985,517,0,0
57,Male,65620,17284,508,0,0
69,Female,46444,45957,582,0,0
18,Female,73625,30200,624,1,0
41,Female,112970,32739,355,0,0
35,Female,48759,47509,550,0,0
67,Male,63218,13907,727,0,0
43,Female,27103,10927,597,0,0
39,Male,20232,35207,589,0,0
58,Male,59429,18917,643,0,0
68,Male,67790,16443,844,0,0
56,Female,95116,14811,566,0,0
49,Female,41194,18559,579,0,0
69,Female,48724,37250,529,1,1
23,Male,80864,45923,669,0,0
53,Female,44270,32563,753,1,0
30,Female,28410,28923,531,0,0
78,Male,104047,25967,449,0,0
66,Male,94480,18445,666,0,0
34,Female,56567,18799,789,0,0
21,Female,69464,31630,730,0,0
26,Male,98772,3578,585,0,0
54,Male,21402,15913,419,0,0
39,Female,67973,35379,622,0,0
50,Male,118035,4364,558,0,0
48,Male,102681,9298,487,0,0
22,Male,65524,11123,365,1,0
18,Female,76276,27360,519,0,0
37,Female,67915,30386,810,0,0
42,Female,89226,32331,820,0,0
37,Female,38505,38953,419,1,1
30,Male,111242,49948,382,1,1
72,Female,56012,26924,667,0,0
42,Female,36942,34546,632,0,0
28,Female,38714,43750,789,0,0
65,Male,84337,13003,366,1,0
40,Female,72828,33416,349,0,0
62,Female,89006,44665,649,0,0
74,Male,88525,36312,404,1,1
64,Male,106933,33960,569,0,0
68,Male,114447,30136,644,0,0
68,Female,92741,6821,447,0,0
49,Male,61620,4600,457,0,0
20,Male,85780,39988,612,0,0
61,Female,96742,25866,666,0,0
51,Female,106986,47371,713,1,0
73,Male,32942,7472,364,0,0
36,Male,32684,11723,622,0,0
71,Male,90015,30392,775,0,0
72,Female,75434,1393,475,0,0
53,Male,55004,9633,612,0,0
41,Male,46818,34921,758,0,0
71,Male,21084,15686,352,0,0
70,Male,38071,48426,498,0,0
75,Female,42157,43913,507,0,0
76,Male,74106,11664,569,0,0
45,Male,111981,42977,321,0,0
34,Female,34610,16073,779,0,0
67,Female,108623,29604,719,1,0
41,Male,35533,43697,606,0,0
59,Male,36752,45015,330,0,0
73,Female,109923,22203,458,0,0
62,Male,44294,15357,421,0,0
57,Female,118466,18062,604,0,0
38,Female,23406,28729,676,1,0
51,Male,26136,25560,355,0,0
63,Male,49977,5723,462,0,0
25,Male,50788,3632,529,0,0
55,Female,99185,17398,329,1,0
68,Female,92652,38602,673,0,0
22,Male,97063,44172,354,1,1
48,Female,92506,43030,445,0,0
71,Female,83194,15196,437,0,0
68,Male,93206,42293,625,0,0
19,Female,31168,7091,534,0,0
23,Female,109809,29314,571,1,0
63,Male,50087,19067,837,0,0
54,Female,108803,2066,664,1,0
59,Female,106914,30110,617,0,0
56,Male,60073,40273,676,0,0
79,Female,77895,46550,565,0,0
75,Male,95967,11676,638,0,0
68,Female,109312,23821,616,0,0
64,Female,94023,10666,483,0,0
46,Male,108859,26175,690,0,0
45,Male,64023,9254,698,0,0
53,Female,81269,2420,764,0,0
22,Male,62645,27869,637,0,0
28,Female,105002,36064,605,0,0
65,Female,57056,27013,829,1,0
64,Male,66383,8348,630,0,0
22,Male,96519,20764,762,0,0
50,Female,27335,15113,688,0,0
22,Male,88887,49938,327,0,0
56,Male,66239,9896,582,0,0
78,Male,74794,3457,719,0,0
75,Male,70811,24195,819,0,0
46,Female,51711,5041,830,0,0
35,Male,63174,29597,572,0,0
66,Female,54393,39312,778,0,0
75,Male,76237,4034,736,0,0
67,Female,99645,48231,354,0,0
41,Female,106041,16080,573,0,0
54,Male,89337,13319,465,0,0
38,Female,49191,45982,687,0,0
61,Male,46087,42839,518,0,0
50,Male,113204,4385,485,1,0
53,Female,66277,45794,328,1,1
77,Female,69407,42725,748,0,0
42,Male,91412,36270,410,0,0
46,Male,53530,29468,536,0,0
60,Female,58624,30015,389,0,0
36,Male,105310,35859,306,0,0
70,Female,113798,9313,393,0,0
78,Male,55092,27808,485,0,0
69,Male,25292,22307,606,0,0
77,Female,118074,22020,504,0,0
74,Male,94852,28090,411,0,0
75,Male,78884,17390,465,1,0
36,Female,61596,25145,603,0,0
39,Female,85485,18842,433,0,0
68,Male,22966,16276,695,0,0
72,Female,92931,14348,621,0,0
59,Female,119368,12452,722,0,0
25,Female,106775,2294,592,0,0
77,Male,114401,4556,469,1,0
50,Male,64830,14942,517,1,0
40,Female,46545,40570,333,0,0
41,Male,65698,23901,740,0,0
68,Female,77858,7880,602,0,0
28,Female,72157,28320,446,0,0
70,Male,71569,31747,837,0,0
52,Male,77601,4104,835,0,0
22,Male,114293,39593,492,0,0
30,Female,76753,34227,703,0,0
23,Female,40573,49137,419,0,0
57,Female,83682,43382,703,0,0
49,Male,107180,9675,738,0,0
34,Female,79117,20555,612,0,0
41,Female,63141,32392,361,0,0
28,Female,61391,17440,622,0,0
67,Male,96147,19882,364,0,0
52,Male,105581,26828,814,1,0
59,Male,38543,38272,491,0,0
49,Female,112282,28207,549,0,0
30,Female,90993,44494,511,0,0
31,Female,55215,20050,833,0,0
24,Female,72899,26875,308,0,0
32,Male,87248,37064,674,0,0
38,Female,111044,27505,838,0,0
22,Female,117613,26386,777,0,0
63,Female,66880,2536,659,0,0
60,Male,83386,2663,813,0,0
57,Male,81187,26719,480,0,0
18,Male,27102,35250,422,0,0
27,Male,116327,37185,698,1,0
76,Male,64288,47009,817,0,0
38,Male,68128,37835,713,0,0
55,Female,76905,12361,624,0,0
60,Male,25720,23037,521,1,1
67,Female,90851,49144,608,0,0
70,Male,62947,36402,431,0,0
27,Female,34759,27303,754,0,0
23,Female,87062,44770,581,1,1
49,Male,102533,44594,755,0,0
77,Female,75614,31772,755,0,0
71,Male,44932,38280,313,0,0
27,Female,103583,11656,631,0,0
27,Female,108956,25008,611,0,0
43,Male,42499,9071,418,0,0
48,Female,77765,27634,317,0,0
71,Female,62890,10807,360,0,0
68,Female,102475,22417,392,0,0
41,Male,73958,36819,737,0,0
48,Female,53888,3725,849,0,0
76,Female,45370,34032,552,0,0
31,Male,85765,28720,427,0,0
68,Male,117781,23515,420,0,0
50,Female,24091,47955,508,0,0
45,Female,85667,28658,713,0,0
64,Male,119611,42591,746,1,0
32,Female,65994,46902,824,0,0
42,Female,118746,25188,738,1,0
53,Female,105226,31243,796,1,0
54,Male,78136,29705,322,0,0
18,Male,113003,29853,804,1,0
70,Female,74162,12089,540,0,0
63,Male,29177,43883,637,0,0
56,Male,66144,19466,449,0,0
54,Female,53169,13128,456,0,0
67,Female,50794,20836,535,0,0
25,Male,46597,37159,817,0,0
31,Female,63342,24587,390,1,0
37,Male,91841,43061,482,0,0
45,Male,35271,19360,781,0,0
76,Female,104505,26725,369,0,0
22,Female,92094,27513,596,0,0
45,Female,101804,23615,729,0,0
40,Male,63039,31136,599,0,0
77,Male,57837,20325,641,1,0
58,Female,98259,16133,473,0,0
29,Male,82099,5805,577,1,0
54,Male,21731,43850,535,0,0
71,Female,115025,40142,652,0,0
45,Male,87056,7228,530,0,0
69,Male,116540,42947,607,0,0
46,Female,107089,40707,787,0,0
74,Male,49498,4200,806,1,0
68,Male,87779,27680,538,0,0
56,Female,95238,36515,433,0,0
45,Male,88972,22668,711,1,0
43,Male,60663,39172,344,0,0
57,Male,45439,34974,595,0,0
33,Female,60515,20530,757,0,0
32,Female,89583,28487,705,0,0
51,Female,60761,1029,419,0,0
48,Female,71015,26416,488,0,0
30,Male,92699,49085,757,1,0
42,Female,27813,46880,453,0,0
52,Female,63319,46566,569,0,0
48,Male,106466,36741,697,0,0
32,Male,87550,21409,506,0,0
55,Male,20464,22286,452,0,0
44,Male,70685,45791,658,1,0
27,Female,26616,31146,671,0,0
38,Female,88085,43566,513,0,0
70,Male,58259,24738,590,0,0
62,Male,113197,38698,564,0,0
64,Male,36614,34062,564,1,1
45,Female,116243,40057,321,0,0
73,Male,44850,39104,433,0,0
52,Female,26324,28350,482,1,1
29,Female,111150,24284,518,0,0
25,Male,118228,30294,349,0,0
69,Male,70657,10956,427,0,0
73,Female,57762,31435,362,0,0
63,Female,119501,22134,551,0,0
38,Male,111043,30967,665,0,0
66,Female,32064,46887,798,0,0
49,Male,28740,6825,407,0,0
61,Female,77711,28613,608,0,0
20,Male,76352,22577,581,0,0
78,Female,37696,28170,492,0,0
65,Male,117158,29482,736,1,0
48,Female,55215,15736,581,0,0
27,Female,68517,21979,488,0,0
72,Male,46618,2315,312,0,0
37,Female,106840,43097,386,0,0
25,Male,67131,3958,431,0,0
43,Female,31111,8032,599,0,0
50,Female,53382,5163,308,0,0
49,Female,118583,21937,653,1,0
31,Female,82040,12762,606,0,0
52,Male,59572,3741,708,0,0
79,Male,118190,26737,832,0,0
37,Female,86423,31505,349,0,0
22,Male,46842,5622,313,1,0
35,Male,22975,13600,825,1,0
65,Female,49456,43620,643,0,0
37,Male,44781,5232,590,0,0
49,Male,80223,8487,641,0,0
63,Female,96374,9332,680,0,0
65,Male,114412,7866,697,0,0
47,Male,115420,23545,447,0,0
32,Female,86536,30939,510,0,0
56,Male,74695,15384,474,0,0
44,Female,69501,45078,558,0,0
